ikj,1024,12,guided,16,1,0.036760,0.375000,58418.40,0.8501
ikj,1024,12,guided,16,2,0.040219,0.328125,53395.15,0.6799
ikj,1024,12,guided,16,3,0.047251,0.437500,45448.14,0.7716
ikj,1024,12,guided,16,4,0.061578,0.359375,34874.20,0.4863
ijk,1024,12,static,0,0,0.495012,4.687500,4338.24,0.7891
ijk,1024,12,static,0,1,0.485967,4.468750,4418.99,0.7663
ijk,1024,12,static,0,2,0.575686,4.484375,3730.30,0.6491
ijk,1024,12,static,0,3,0.491472,4.375000,4369.50,0.7418
ijk,1024,12,static,0,4,0.558741,4.625000,3843.43,0.6898
ikj,1024,12,static,0,0,0.038754,0.328125,55413.78,0.7056
ikj,1024,12,static,0,1,0.040211,0.500000,53405.25,1.0362
ikj,1024,12,static,0,2,0.039280,0.328125,54670.75,0.6961
ikj,1024,12,static,0,3,0.045336,0.421875,47368.28,0.7755
ikj,1024,12,static,0,4,0.042914,0.500000,50041.91,0.9709
ijk,1024,12,guided,0,0,0.419795,4.468750,5115.55,0.8871
ijk,1024,12,guided,0,1,0.454066,4.515625,4729.45,0.8287
ijk,1024,12,guided,0,2,0.415279,4.171875,5171.19,0.8372
ijk,1024,12,guided,0,3,0.386934,4.250000,5550.01,0.9153
ijk,1024,12,guided,0,4,0.395954,4.062500,5423.57,0.8550
ikj,1024,12,guided,0,0,0.037670,0.359375,57007.34,0.7950
ikj,1024,12,guided,0,1,0.039964,0.421875,53735.32,0.8797
ikj,1024,12,guided,0,2,0.039735,0.343750,54045.41,0.7209
ikj,1024,12,guided,0,3,0.038310,0.343750,56056.02,0.7477
ikj,1024,12,guided,0,4,0.037707,0.296875,56951.71,0.6561
ijk,1024,12,static,16,0,0.516643,4.187500,4156.61,0.6754
ijk,1024,12,static,16,1,0.510380,4.359375,4207.62,0.7118
ijk,1024,12,static,16,2,0.548662,4.671875,3914.04,0.7096
ijk,1024,12,static,16,3,0.487103,4.640625,4408.69,0.7939
ijk,1024,12,static,16,4,0.495008,4.500000,4338.29,0.7576
ikj,1024,12,static,16,0,0.039330,0.484375,54600.98,1.0263
ikj,1024,12,static,16,1,0.038353,0.328125,55992.00,0.7129
ikj,1024,12,static,16,2,0.043176,0.421875,49738.36,0.8143
ikj,1024,12,static,16,3,0.044374,0.375000,48394.65,0.7042
ikj,1024,12,static,16,4,0.045949,0.375000,46735.84,0.6801
ijk,1024,12,dynamic,1,0,0.401962,4.609375,5342.50,0.9556
ijk,1024,12,dynamic,1,1,0.419775,4.281250,5115.79,0.8499
ijk,1024,12,dynamic,1,2,0.415653,4.312500,5166.53,0.8646
ijk,1024,12,dynamic,1,3,0.450975,4.515625,4761.87,0.8344
ijk,1024,12,dynamic,1,4,0.412566,4.562500,5205.19,0.9216
ikj,1024,12,dynamic,1,0,0.052267,0.718750,41087.11,1.1460
ikj,1024,12,dynamic,1,1,0.054969,0.515625,39066.96,0.7817
ikj,1024,12,dynamic,1,2,0.054903,0.656250,39114.35,0.9961
ikj,1024,12,dynamic,1,3,0.054190,0.546875,39628.56,0.8410
ikj,1024,12,dynamic,1,4,0.055192,0.687500,38909.54,1.0380
ijk,1024,6,guided,0,0,0.784312,4.687500,2738.05,0.9961
ijk,1024,6,guided,0,1,0.785395,4.703125,2734.27,0.9980
ijk,1024,6,guided,0,2,0.796401,4.625000,2696.49,0.9679
ijk,1024,6,guided,0,3,0.780946,4.546875,2749.85,0.9704
ijk,1024,6,guided,0,4,0.806985,4.687500,2661.12,0.9681
ikj,1024,6,guided,0,0,0.040338,0.281250,53236.71,1.1620
ikj,1024,6,guided,0,1,0.046219,0.281250,46463.32,1.0142
ikj,1024,6,guided,0,2,0.047964,0.281250,44773.29,0.9773
ikj,1024,6,guided,0,3,0.048149,0.281250,44600.42,0.9735
ikj,1024,6,guided,0,4,0.041054,0.265625,52308.37,1.0783
ijk,1024,12,guided,0,0,0.560205,4.593750,3833.39,0.6833
ijk,1024,12,guided,0,1,0.397876,4.390625,5397.37,0.9196
ijk,1024,12,guided,0,2,0.413061,4.125000,5198.95,0.8322
ijk,1024,12,guided,0,3,0.461928,4.187500,4648.96,0.7554
ijk,1024,12,guided,0,4,0.465548,4.156250,4612.80,0.7440
ikj,1024,12,guided,0,0,0.045112,0.296875,47603.17,0.5484
ikj,1024,12,guided,0,1,0.039657,0.359375,54151.85,0.7552
ikj,1024,12,guided,0,2,0.042831,0.343750,50138.89,0.6688
ikj,1024,12,guided,0,3,0.040055,0.328125,53612.84,0.6826
ikj,1024,12,guided,0,4,0.039936,0.437500,53773.40,0.9129
ijk,1024,12,static,0,0,0.516021,4.593750,4161.62,0.7419
ijk,1024,12,static,0,1,0.493710,4.468750,4349.69,0.7543
ijk,1024,12,static,0,2,0.583554,4.453125,3680.01,0.6359
